model,timezero,v1_github_timestamp,v2_github_timestamp,v3_github_timestamp,in_zoltar,Unnamed: 0
Covid19Sim-Simulator,2020-07-12,07/13/20-22:45:29,,,v1,
Covid19Sim-Simulator,2020-07-19,07/21/20-08:36:51,,,v1,
Covid19Sim-Simulator,2020-07-19,07/21/20-08:36:51,,,v1,
Covid19Sim-Simulator,2020-07-26,07/27/20-23:57:37,,,v1,
Covid19Sim-Simulator,2020-07-26,07/27/20-23:57:37,,,v1,
Covid19Sim-Simulator,2020-08-02,08/04/20-03:32:19,,,v1,
Covid19Sim-Simulator,2020-08-02,08/04/20-03:32:19,,,v1,
Covid19Sim-Simulator,2020-08-16,08/17/20-23:08:10,,,v1,
Covid19Sim-Simulator,2020-08-16,08/17/20-23:08:10,,,v1,
Covid19Sim-Simulator,2020-08-23,08/24/20-22:56:12,,,v1,
Covid19Sim-Simulator,2020-08-23,08/24/20-22:56:12,,,v1,
Covid19Sim-Simulator,2020-08-30,08/31/20-21:09:29,,,v1,
Covid19Sim-Simulator,2020-08-30,08/31/20-21:09:29,,,v1,
Covid19Sim-Simulator,2020-09-06,09/10/20-12:33:49,,,v1,
Covid19Sim-Simulator,2020-09-06,09/10/20-12:33:49,,,v1,
Covid19Sim-Simulator,2020-09-13,09/17/20-03:03:36,,,v1,
Covid19Sim-Simulator,2020-09-13,09/17/20-03:03:36,,,v1,
Covid19Sim-Simulator,2020-09-20,09/21/20-11:04:54,,,v1,
Covid19Sim-Simulator,2020-09-20,09/21/20-11:04:54,,,v1,
Covid19Sim-Simulator,2020-09-27,09/28/20-10:39:44,,,v1,
Covid19Sim-Simulator,2020-09-27,09/28/20-10:39:44,,,v1,
Covid19Sim-Simulator,2020-10-04,10/05/20-11:22:44,,,v1,
Covid19Sim-Simulator,2020-10-04,10/05/20-11:22:44,,,v1,
Covid19Sim-Simulator,2020-10-11,10/12/20-17:14:24,,,v1,
Covid19Sim-Simulator,2020-10-11,10/12/20-17:14:24,,,v1,
Covid19Sim-Simulator,2020-10-18,10/19/20-13:01:09,,,v1,
Covid19Sim-Simulator,2020-10-18,10/19/20-13:01:09,,,v1,
Covid19Sim-Simulator,2020-10-25,10/26/20-17:22:06,,,v1,
Covid19Sim-Simulator,2020-10-25,10/26/20-17:22:06,,,v1,
Covid19Sim-Simulator,2020-11-01,11/02/20-14:12:01,,,v1,
Covid19Sim-Simulator,2020-11-01,11/02/20-14:12:01,,,v1,
Covid19Sim-Simulator,2020-11-08,11/09/20-14:57:49,,,v1,
Covid19Sim-Simulator,2020-11-08,11/09/20-14:57:49,,,v1,
Covid19Sim-Simulator,2020-11-22,11/23/20-17:17:33,,,v1,
Covid19Sim-Simulator,2020-11-22,11/23/20-17:17:33,,,v1,
Covid19Sim-Simulator,2020-11-29,11/30/20-14:23:16,,,v1,
Covid19Sim-Simulator,2020-11-29,11/30/20-14:23:16,,,v1,
Covid19Sim-Simulator,2020-12-06,12/07/20-11:43:57,,,v1,
Covid19Sim-Simulator,2020-12-06,12/07/20-11:43:57,,,v1,
Covid19Sim-Simulator,2020-12-13,12/14/20-17:54:25,,,v1,
Covid19Sim-Simulator,2020-12-13,12/14/20-17:54:25,,,v1,
Covid19Sim-Simulator,2020-12-20,12/21/20-15:10:59,,,v1,
Covid19Sim-Simulator,2020-12-20,12/21/20-15:10:59,,,v1,
Covid19Sim-Simulator,2020-12-27,12/28/20-19:57:29,,,v1,
Covid19Sim-Simulator,2020-12-27,12/28/20-19:57:29,,,v1,
Covid19Sim-Simulator,2021-01-03,01/04/21-17:30:36,,,v1,
Covid19Sim-Simulator,2021-01-03,01/04/21-17:30:36,,,v1,
Covid19Sim-Simulator,2021-01-10,01/11/21-15:24:49,,,v1,
Covid19Sim-Simulator,2021-01-10,01/11/21-15:24:49,,,v1,
Covid19Sim-Simulator,2021-01-17,01/18/21-23:16:08,,,v1,
Covid19Sim-Simulator,2021-01-17,01/18/21-23:16:08,,,v1,
Covid19Sim-Simulator,2021-01-24,01/25/21-12:08:44,,,v1,
Covid19Sim-Simulator,2021-01-24,01/25/21-12:08:44,,,v1,
Covid19Sim-Simulator,2021-01-31,02/01/21-14:37:48,,,v1,
Covid19Sim-Simulator,2021-01-31,02/01/21-14:37:48,,,v1,
Covid19Sim-Simulator,2021-02-07,02/08/21-11:42:24,02/08/21-17:36:24,,v1,
Covid19Sim-Simulator,2021-02-07,02/08/21-11:42:24,02/08/21-17:36:24,,v1,
Covid19Sim-Simulator,2021-02-14,02/15/21-16:08:19,,,v1,
Covid19Sim-Simulator,2021-02-14,02/15/21-16:08:19,,,v1,
Covid19Sim-Simulator,2021-02-21,02/22/21-14:29:15,,,v1,
Covid19Sim-Simulator,2021-02-21,02/22/21-14:29:15,,,v1,
Covid19Sim-Simulator,2021-02-28,03/01/21-15:57:00,,,v1,
Covid19Sim-Simulator,2021-02-28,03/01/21-15:57:00,,,v1,
Covid19Sim-Simulator,2021-03-07,03/08/21-15:28:58,,,v1,
Covid19Sim-Simulator,2021-03-07,03/08/21-15:28:58,,,v1,
Covid19Sim-Simulator,2021-03-14,03/15/21-14:12:37,,,v1,
Covid19Sim-Simulator,2021-03-14,03/15/21-14:12:37,,,v1,
Covid19Sim-Simulator,2021-03-21,03/22/21-14:34:35,,,v1,
Covid19Sim-Simulator,2021-03-21,03/22/21-14:34:35,,,v1,
Covid19Sim-Simulator,2021-03-28,03/29/21-15:09:19,,,v1,
Covid19Sim-Simulator,2021-03-28,03/29/21-15:09:19,,,v1,
Covid19Sim-Simulator,2021-04-04,04/05/21-17:34:30,,,v1,
Covid19Sim-Simulator,2021-04-04,04/05/21-17:34:30,,,v1,
Covid19Sim-Simulator,2021-04-11,04/12/21-14:44:30,,,v1,
Covid19Sim-Simulator,2021-04-11,04/12/21-14:44:30,,,v1,
Covid19Sim-Simulator,2021-04-18,04/19/21-16:05:55,,,v1,
Covid19Sim-Simulator,2021-04-18,04/19/21-16:05:55,,,v1,
Covid19Sim-Simulator,2021-04-25,04/26/21-13:15:18,,,v1,
Covid19Sim-Simulator,2021-04-25,04/26/21-13:15:18,,,v1,
Covid19Sim-Simulator,2021-05-02,05/03/21-14:06:47,,,v1,
Covid19Sim-Simulator,2021-05-02,05/03/21-14:06:47,,,v1,
Covid19Sim-Simulator,2021-05-09,05/10/21-13:45:38,,,v1,
Covid19Sim-Simulator,2021-05-09,05/10/21-13:45:38,,,v1,
Covid19Sim-Simulator,2021-05-16,05/17/21-12:52:22,,,v1,
Covid19Sim-Simulator,2021-05-16,05/17/21-12:52:22,,,v1,
Covid19Sim-Simulator,2021-05-23,05/24/21-16:34:53,,,v1,
Covid19Sim-Simulator,2021-05-23,05/24/21-16:34:53,,,v1,
Covid19Sim-Simulator,2021-05-30,05/31/21-18:05:45,,,v1,
Covid19Sim-Simulator,2021-05-30,05/31/21-18:05:45,,,v1,
Covid19Sim-Simulator,2021-06-06,06/07/21-14:56:39,,,v1,
Covid19Sim-Simulator,2021-06-06,06/07/21-14:56:39,,,v1,
Covid19Sim-Simulator,2021-06-13,06/14/21-13:12:02,,,v1,
Covid19Sim-Simulator,2021-06-13,06/14/21-13:12:02,,,v1,
Covid19Sim-Simulator,2021-06-20,06/21/21-12:25:39,,,v1,
Covid19Sim-Simulator,2021-06-20,06/21/21-12:25:39,,,v1,
Covid19Sim-Simulator,2021-06-27,06/28/21-11:49:54,,,v1,
Covid19Sim-Simulator,2021-06-27,06/28/21-11:49:54,,,v1,
CovidActNow-SEIR_CAN,2020-05-09,05/11/20-14:38:33,,,v1,
CovidActNow-SEIR_CAN,2020-05-09,05/11/20-14:38:33,,,v1,
CovidActNow-SEIR_CAN,2020-05-31,06/01/20-11:43:14,06/01/20-17:54:11,,v2,
CovidActNow-SEIR_CAN,2020-05-31,06/01/20-11:43:14,06/01/20-17:54:11,,v2,
CovidActNow-SEIR_CAN,2020-06-07,06/08/20-18:01:55,,,v1,
CovidActNow-SEIR_CAN,2020-06-07,06/08/20-18:01:55,,,v1,
CovidActNow-SEIR_CAN,2020-06-14,06/15/20-15:37:41,,,v1,
CovidActNow-SEIR_CAN,2020-06-14,06/15/20-15:37:41,,,v1,
CovidActNow-SEIR_CAN,2020-06-21,06/22/20-21:17:44,,,v1,
CovidActNow-SEIR_CAN,2020-06-21,06/22/20-21:17:44,,,v1,
CovidActNow-SEIR_CAN,2020-07-05,07/07/20-17:21:51,,,v1,
CovidActNow-SEIR_CAN,2020-07-05,07/07/20-17:21:51,,,v1,
CovidAnalytics-DELPHI,2020-05-04,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-05-04,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-05-10,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-05-10,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-05-18,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-05-18,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-05-25,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-05-25,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-06-01,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-06-01,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-06-08,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-06-08,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-06-15,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-06-15,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-06-22,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-06-22,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-06-29,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-06-29,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-07-06,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-07-06,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-07-13,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-07-13,07/15/20-16:58:03,,,v1,
CovidAnalytics-DELPHI,2020-07-20,07/20/20-16:53:09,,,v1,
CovidAnalytics-DELPHI,2020-07-20,07/20/20-16:53:09,,,v1,
CovidAnalytics-DELPHI,2020-07-27,07/27/20-18:20:58,,,v1,
CovidAnalytics-DELPHI,2020-07-27,07/27/20-18:20:58,,,v1,
CovidAnalytics-DELPHI,2020-08-03,08/03/20-14:52:22,,,v1,
CovidAnalytics-DELPHI,2020-08-03,08/03/20-14:52:22,,,v1,
CovidAnalytics-DELPHI,2020-08-10,08/10/20-18:34:28,,,v1,
CovidAnalytics-DELPHI,2020-08-10,08/10/20-18:34:28,,,v1,
CovidAnalytics-DELPHI,2020-08-17,08/17/20-17:52:31,,,v1,
CovidAnalytics-DELPHI,2020-08-17,08/17/20-17:52:31,,,v1,
CovidAnalytics-DELPHI,2020-08-24,08/24/20-18:17:21,,,v1,
CovidAnalytics-DELPHI,2020-08-24,08/24/20-18:17:21,,,v1,
CovidAnalytics-DELPHI,2020-08-31,08/31/20-17:20:51,,,v1,
CovidAnalytics-DELPHI,2020-08-31,08/31/20-17:20:51,,,v1,
CovidAnalytics-DELPHI,2020-09-07,09/07/20-17:27:35,,,v1,
CovidAnalytics-DELPHI,2020-09-07,09/07/20-17:27:35,,,v1,
CovidAnalytics-DELPHI,2020-09-14,09/14/20-18:01:22,,,v1,
CovidAnalytics-DELPHI,2020-09-14,09/14/20-18:01:22,,,v1,
CovidAnalytics-DELPHI,2020-09-21,09/21/20-18:02:25,,,v1,
CovidAnalytics-DELPHI,2020-09-21,09/21/20-18:02:25,,,v1,
CovidAnalytics-DELPHI,2020-09-28,09/28/20-17:19:04,,,v1,
CovidAnalytics-DELPHI,2020-09-28,09/28/20-17:19:04,,,v1,
CovidAnalytics-DELPHI,2020-10-05,10/06/20-04:38:14,,,v1,
CovidAnalytics-DELPHI,2020-10-05,10/06/20-04:38:14,,,v1,
CovidAnalytics-DELPHI,2020-10-12,10/12/20-20:58:34,,,v1,
CovidAnalytics-DELPHI,2020-10-12,10/12/20-20:58:34,,,v1,
CovidAnalytics-DELPHI,2020-10-19,10/19/20-20:08:33,,,v1,
CovidAnalytics-DELPHI,2020-10-19,10/19/20-20:08:33,,,v1,
CovidAnalytics-DELPHI,2020-10-26,10/26/20-18:32:46,10/26/20-23:24:32,,v1,
CovidAnalytics-DELPHI,2020-10-26,10/26/20-18:32:46,10/26/20-23:24:32,,v1,
CovidAnalytics-DELPHI,2020-11-02,11/02/20-18:11:09,,,v1,
CovidAnalytics-DELPHI,2020-11-02,11/02/20-18:11:09,,,v1,
CovidAnalytics-DELPHI,2020-11-09,11/09/20-18:23:28,,,v1,
CovidAnalytics-DELPHI,2020-11-09,11/09/20-18:23:28,,,v1,
CovidAnalytics-DELPHI,2020-11-16,11/16/20-19:21:47,,,v1,
CovidAnalytics-DELPHI,2020-11-16,11/16/20-19:21:47,,,v1,
CovidAnalytics-DELPHI,2020-11-22,11/23/20-11:01:32,,,v1,
CovidAnalytics-DELPHI,2020-11-22,11/23/20-11:01:32,,,v1,
CovidAnalytics-DELPHI,2020-11-30,11/30/20-17:19:58,,,v1,
CovidAnalytics-DELPHI,2020-11-30,11/30/20-17:19:58,,,v1,
CovidAnalytics-DELPHI,2020-12-07,12/07/20-19:28:28,,,v1,
CovidAnalytics-DELPHI,2020-12-07,12/07/20-19:28:28,,,v1,
CovidAnalytics-DELPHI,2020-12-14,12/14/20-17:59:55,,,v1,
CovidAnalytics-DELPHI,2020-12-14,12/14/20-17:59:55,,,v1,
CovidAnalytics-DELPHI,2020-12-20,12/21/20-18:37:36,,,v1,
CovidAnalytics-DELPHI,2020-12-20,12/21/20-18:37:36,,,v1,
CovidAnalytics-DELPHI,2020-12-28,12/28/20-11:35:37,,,v1,
CovidAnalytics-DELPHI,2020-12-28,12/28/20-11:35:37,,,v1,
CovidAnalytics-DELPHI,2021-01-04,01/04/21-18:20:43,,,v1,
CovidAnalytics-DELPHI,2021-01-04,01/04/21-18:20:43,,,v1,
CovidAnalytics-DELPHI,2021-01-11,01/11/21-21:51:12,,,v1,
CovidAnalytics-DELPHI,2021-01-11,01/11/21-21:51:12,,,v1,
CovidAnalytics-DELPHI,2021-01-18,01/18/21-23:14:52,,,v1,
CovidAnalytics-DELPHI,2021-01-18,01/18/21-23:14:52,,,v1,
CovidAnalytics-DELPHI,2021-01-25,01/25/21-19:17:52,,,v1,
CovidAnalytics-DELPHI,2021-01-25,01/25/21-19:17:52,,,v1,
CovidAnalytics-DELPHI,2021-02-01,02/01/21-21:53:22,02/02/21-06:58:56,,v2,
CovidAnalytics-DELPHI,2021-02-01,02/01/21-21:53:22,02/02/21-06:58:56,,v2,
CovidAnalytics-DELPHI,2021-02-08,02/08/21-17:39:08,,,v1,
CovidAnalytics-DELPHI,2021-02-08,02/08/21-17:39:08,,,v1,
CovidAnalytics-DELPHI,2021-02-15,02/15/21-18:56:12,,,v1,
CovidAnalytics-DELPHI,2021-02-15,02/15/21-18:56:12,,,v1,
CovidAnalytics-DELPHI,2021-02-22,02/22/21-17:08:30,,,v1,
CovidAnalytics-DELPHI,2021-02-22,02/22/21-17:08:30,,,v1,
CovidAnalytics-DELPHI,2021-03-01,03/01/21-15:50:11,,,v1,
CovidAnalytics-DELPHI,2021-03-01,03/01/21-15:50:11,,,v1,
CovidAnalytics-DELPHI,2021-03-08,03/08/21-15:53:42,,,v1,
CovidAnalytics-DELPHI,2021-03-08,03/08/21-15:53:42,,,v1,
CovidAnalytics-DELPHI,2021-03-15,03/15/21-18:55:55,,,v1,
CovidAnalytics-DELPHI,2021-03-15,03/15/21-18:55:55,,,v1,
CovidAnalytics-DELPHI,2021-03-22,03/22/21-16:27:47,,,v1,
CovidAnalytics-DELPHI,2021-03-22,03/22/21-16:27:47,,,v1,
CovidAnalytics-DELPHI,2021-03-29,03/29/21-15:56:18,,,v1,
CovidAnalytics-DELPHI,2021-03-29,03/29/21-15:56:18,,,v1,
CovidAnalytics-DELPHI,2021-04-05,04/05/21-16:45:48,,,v1,
CovidAnalytics-DELPHI,2021-04-05,04/05/21-16:45:48,,,v1,
CovidAnalytics-DELPHI,2021-04-12,04/12/21-17:17:31,,,v1,
CovidAnalytics-DELPHI,2021-04-12,04/12/21-17:17:31,,,v1,
CovidAnalytics-DELPHI,2021-04-19,04/19/21-15:54:03,,,v1,
CovidAnalytics-DELPHI,2021-04-19,04/19/21-15:54:03,,,v1,
CovidAnalytics-DELPHI,2021-04-26,04/26/21-17:24:16,,,v1,
CovidAnalytics-DELPHI,2021-04-26,04/26/21-17:24:16,,,v1,
CovidAnalytics-DELPHI,2021-05-03,05/03/21-17:15:38,,,v1,
CovidAnalytics-DELPHI,2021-05-03,05/03/21-17:15:38,,,v1,
CovidAnalytics-DELPHI,2021-05-09,05/10/21-16:23:34,,,v1,
CovidAnalytics-DELPHI,2021-05-09,05/10/21-16:23:34,,,v1,
CovidAnalytics-DELPHI,2021-05-17,05/17/21-17:50:14,,,v1,
CovidAnalytics-DELPHI,2021-05-17,05/17/21-17:50:14,,,v1,
CovidAnalytics-DELPHI,2021-05-24,05/24/21-16:01:02,,,v1,
CovidAnalytics-DELPHI,2021-05-24,05/24/21-16:01:02,,,v1,
CovidAnalytics-DELPHI,2021-05-31,05/31/21-14:15:24,,,v1,
CovidAnalytics-DELPHI,2021-05-31,05/31/21-14:15:24,,,v1,
CovidAnalytics-DELPHI,2021-06-07,06/07/21-15:32:13,,,v1,
CovidAnalytics-DELPHI,2021-06-07,06/07/21-15:32:13,,,v1,
CovidAnalytics-DELPHI,2021-06-14,06/14/21-14:06:01,,,v1,
CovidAnalytics-DELPHI,2021-06-14,06/14/21-14:06:01,,,v1,
CovidAnalytics-DELPHI,2021-06-21,06/21/21-16:12:34,,,v1,
CovidAnalytics-DELPHI,2021-06-21,06/21/21-16:12:34,,,v1,
CovidAnalytics-DELPHI,2021-06-28,06/28/21-17:00:20,,,v1,
CovidAnalytics-DELPHI,2021-06-28,06/28/21-17:00:20,,,v1,
DDS-NBDS,2020-07-27,07/27/20-20:23:09,,,v1,
DDS-NBDS,2020-07-27,07/27/20-20:23:09,,,v1,
DDS-NBDS,2020-08-03,08/03/20-19:26:49,,,v1,
DDS-NBDS,2020-08-03,08/03/20-19:26:49,,,v1,
DDS-NBDS,2020-08-09,08/09/20-22:15:00,,,v1,
DDS-NBDS,2020-08-09,08/09/20-22:15:00,,,v1,
DDS-NBDS,2020-08-10,08/10/20-18:37:35,,,v1,
DDS-NBDS,2020-08-10,08/10/20-18:37:35,,,v1,
DDS-NBDS,2020-08-17,08/17/20-17:48:43,,,v1,
DDS-NBDS,2020-08-17,08/17/20-17:48:43,,,v1,
DDS-NBDS,2020-08-24,08/24/20-15:50:15,,,v1,
DDS-NBDS,2020-08-24,08/24/20-15:50:15,,,v1,
DDS-NBDS,2020-08-30,08/30/20-23:33:44,,,v1,
DDS-NBDS,2020-08-30,08/30/20-23:33:44,,,v1,
DDS-NBDS,2020-08-31,08/31/20-15:13:20,,,v1,
DDS-NBDS,2020-08-31,08/31/20-15:13:20,,,v1,
DDS-NBDS,2020-09-07,09/07/20-17:29:05,,,v1,
DDS-NBDS,2020-09-07,09/07/20-17:29:05,,,v1,
DDS-NBDS,2020-09-13,09/14/20-00:17:45,,,v1,
DDS-NBDS,2020-09-13,09/14/20-00:17:45,,,v1,
DDS-NBDS,2020-09-14,09/14/20-17:49:46,,,v1,
DDS-NBDS,2020-09-14,09/14/20-17:49:46,,,v1,
DDS-NBDS,2020-09-20,09/20/20-23:32:19,,,v1,
DDS-NBDS,2020-09-20,09/20/20-23:32:19,,,v1,
DDS-NBDS,2020-09-21,09/21/20-12:36:15,,,v1,
DDS-NBDS,2020-09-21,09/21/20-12:36:15,,,v1,
DDS-NBDS,2020-09-27,09/28/20-01:27:05,,,v1,
DDS-NBDS,2020-09-27,09/28/20-01:27:05,,,v1,
DDS-NBDS,2020-09-28,09/28/20-17:27:49,,,v1,
DDS-NBDS,2020-09-28,09/28/20-17:27:49,,,v1,
DDS-NBDS,2020-10-04,10/05/20-04:37:52,,,v1,
DDS-NBDS,2020-10-04,10/05/20-04:37:52,,,v1,
DDS-NBDS,2020-10-05,10/06/20-04:43:47,,,v1,
DDS-NBDS,2020-10-05,10/06/20-04:43:47,,,v1,
DDS-NBDS,2020-10-11,10/12/20-07:17:05,,,v1,
DDS-NBDS,2020-10-11,10/12/20-07:17:05,,,v1,
DDS-NBDS,2020-10-12,10/12/20-20:59:03,,,v1,
DDS-NBDS,2020-10-12,10/12/20-20:59:03,,,v1,
DDS-NBDS,2020-10-19,10/20/20-12:32:52,,,v1,
DDS-NBDS,2020-10-19,10/20/20-12:32:52,,,v1,
DDS-NBDS,2020-10-26,10/26/20-17:30:15,,,v1,
DDS-NBDS,2020-10-26,10/26/20-17:30:15,,,v1,
DDS-NBDS,2020-11-02,11/02/20-18:12:30,,,v1,
DDS-NBDS,2020-11-02,11/02/20-18:12:30,,,v1,
DDS-NBDS,2020-11-09,11/09/20-20:23:13,,,v1,
DDS-NBDS,2020-11-09,11/09/20-20:23:13,,,v1,
DDS-NBDS,2020-11-16,11/16/20-23:43:11,,,v1,
DDS-NBDS,2020-11-16,11/16/20-23:43:11,,,v1,
DDS-NBDS,2020-11-23,11/23/20-12:24:33,,,v1,
DDS-NBDS,2020-11-23,11/23/20-12:24:33,,,v1,
DDS-NBDS,2020-11-30,11/30/20-16:19:28,,,v1,
DDS-NBDS,2020-11-30,11/30/20-16:19:28,,,v1,
DDS-NBDS,2020-12-07,12/07/20-19:06:52,,,v1,
DDS-NBDS,2020-12-07,12/07/20-19:06:52,,,v1,
DDS-NBDS,2020-12-14,12/14/20-17:58:41,,,v1,
DDS-NBDS,2020-12-14,12/14/20-17:58:41,,,v1,
DDS-NBDS,2020-12-21,12/21/20-20:19:31,,,v1,
DDS-NBDS,2020-12-21,12/21/20-20:19:31,,,v1,
DDS-NBDS,2020-12-28,12/28/20-20:48:40,,,v1,
DDS-NBDS,2020-12-28,12/28/20-20:48:40,,,v1,
DDS-NBDS,2021-01-04,01/04/21-17:29:16,,,v1,
DDS-NBDS,2021-01-04,01/04/21-17:29:16,,,v1,
DDS-NBDS,2021-01-11,01/11/21-15:30:29,,,v1,
DDS-NBDS,2021-01-11,01/11/21-15:30:29,,,v1,
DDS-NBDS,2021-01-18,01/21/21-10:22:00,,,v1,
DDS-NBDS,2021-01-18,01/21/21-10:22:00,,,v1,
DDS-NBDS,2021-01-25,01/25/21-19:07:37,,,v1,
DDS-NBDS,2021-01-25,01/25/21-19:07:37,,,v1,
DDS-NBDS,2021-02-01,02/01/21-21:56:04,,,v1,
DDS-NBDS,2021-02-01,02/01/21-21:56:04,,,v1,
DDS-NBDS,2021-02-08,02/08/21-13:04:11,,,v1,
DDS-NBDS,2021-02-08,02/08/21-13:04:11,,,v1,
DDS-NBDS,2021-02-22,02/22/21-17:07:16,,,v1,
DDS-NBDS,2021-02-22,02/22/21-17:07:16,,,v1,
DDS-NBDS,2021-03-01,03/01/21-15:55:42,,,v1,
DDS-NBDS,2021-03-01,03/01/21-15:55:42,,,v1,
DDS-NBDS,2021-03-08,03/08/21-18:05:49,,,v1,
DDS-NBDS,2021-03-08,03/08/21-18:05:49,,,v1,
DDS-NBDS,2021-03-15,03/15/21-15:27:45,,,v1,
DDS-NBDS,2021-03-15,03/15/21-15:27:45,,,v1,
DDS-NBDS,2021-03-22,03/22/21-15:56:13,,,v1,
DDS-NBDS,2021-03-22,03/22/21-15:56:13,,,v1,
DDS-NBDS,2021-03-29,03/29/21-17:38:21,,,v1,
DDS-NBDS,2021-03-29,03/29/21-17:38:21,,,v1,
DDS-NBDS,2021-04-05,04/05/21-17:34:08,,,v1,
DDS-NBDS,2021-04-05,04/05/21-17:34:08,,,v1,
DDS-NBDS,2021-04-12,04/12/21-16:09:26,,,v1,
DDS-NBDS,2021-04-12,04/12/21-16:09:26,,,v1,
DDS-NBDS,2021-04-19,04/19/21-16:06:13,,,v1,
DDS-NBDS,2021-04-19,04/19/21-16:06:13,,,v1,
DDS-NBDS,2021-04-26,04/26/21-16:16:10,,,v1,
DDS-NBDS,2021-04-26,04/26/21-16:16:10,,,v1,
DDS-NBDS,2021-05-03,05/03/21-16:45:18,,,v1,
DDS-NBDS,2021-05-03,05/03/21-16:45:18,,,v1,
DDS-NBDS,2021-05-10,05/10/21-17:55:47,,,v1,
DDS-NBDS,2021-05-10,05/10/21-17:55:47,,,v1,
DDS-NBDS,2021-05-17,05/17/21-16:20:52,,,v1,
DDS-NBDS,2021-05-17,05/17/21-16:20:52,,,v1,
DDS-NBDS,2021-05-24,05/24/21-15:28:07,,,v1,
DDS-NBDS,2021-05-24,05/24/21-15:28:07,,,v1,
DDS-NBDS,2021-05-31,05/31/21-18:07:45,,,v1,
DDS-NBDS,2021-05-31,05/31/21-18:07:45,,,v1,
DDS-NBDS,2021-06-07,06/07/21-17:48:40,,,v1,
DDS-NBDS,2021-06-07,06/07/21-17:48:40,,,v1,
DDS-NBDS,2021-06-21,06/21/21-17:05:02,,,v1,
DDS-NBDS,2021-06-21,06/21/21-17:05:02,,,v1,
DDS-NBDS,2021-06-28,06/28/21-18:17:01,,,v1,
DDS-NBDS,2021-06-28,06/28/21-18:17:01,,,v1,
FAIR-NRAR,2020-11-18,11/19/20-17:44:07,11/23/20-17:18:04,,v2,
FAIR-NRAR,2020-11-18,11/19/20-17:44:07,11/23/20-17:18:04,,v2,
FAIR-NRAR,2020-11-19,11/20/20-15:59:22,11/23/20-17:18:04,,v2,
FAIR-NRAR,2020-11-19,11/20/20-15:59:22,11/23/20-17:18:04,,v2,
FAIR-NRAR,2020-11-22,11/23/20-09:33:29,,,v1,
FAIR-NRAR,2020-11-22,11/23/20-09:33:29,,,v1,
FAIR-NRAR,2020-11-24,11/25/20-11:46:38,,,v1,
FAIR-NRAR,2020-11-24,11/25/20-11:46:38,,,v1,
FAIR-NRAR,2020-11-29,11/30/20-11:28:05,,,v1,
FAIR-NRAR,2020-11-29,11/30/20-11:28:05,,,v1,
FAIR-NRAR,2020-11-30,12/01/20-10:55:53,,,v1,
FAIR-NRAR,2020-11-30,12/01/20-10:55:53,,,v1,
FAIR-NRAR,2020-12-01,12/02/20-19:27:55,,,v1,
FAIR-NRAR,2020-12-01,12/02/20-19:27:55,,,v1,
FAIR-NRAR,2020-12-03,12/04/20-16:04:01,,,v1,
FAIR-NRAR,2020-12-03,12/04/20-16:04:01,,,v1,
FAIR-NRAR,2020-12-06,12/07/20-11:43:28,,,v1,
FAIR-NRAR,2020-12-06,12/07/20-11:43:28,,,v1,
FAIR-NRAR,2020-12-07,12/08/20-13:55:47,,,v1,
FAIR-NRAR,2020-12-07,12/08/20-13:55:47,,,v1,
FAIR-NRAR,2020-12-08,12/09/20-13:57:24,,,v1,
FAIR-NRAR,2020-12-08,12/09/20-13:57:24,,,v1,
FAIR-NRAR,2020-12-10,12/12/20-15:59:18,,,v1,
FAIR-NRAR,2020-12-10,12/12/20-15:59:18,,,v1,
FAIR-NRAR,2020-12-11,12/12/20-15:58:54,,,v1,
FAIR-NRAR,2020-12-11,12/12/20-15:58:54,,,v1,
FAIR-NRAR,2020-12-13,12/14/20-12:01:29,,,v1,
FAIR-NRAR,2020-12-13,12/14/20-12:01:29,,,v1,
FAIR-NRAR,2020-12-14,12/15/20-18:00:51,,,v1,
FAIR-NRAR,2020-12-14,12/15/20-18:00:51,,,v1,
FAIR-NRAR,2020-12-15,12/16/20-16:51:55,,,v1,
