model,sat_fcast_week,n_loc,n_weeks_submit_forecast,n_quant
IUPUI-HkPrMobiDyR,2021-03-13,51,8,24
IUPUI-HkPrMobiDyR,2021-03-13,51,8,24
IUPUI-HkPrMobiDyR,2021-03-13,51,8,24
IUPUI-HkPrMobiDyR,2021-03-13,51,8,24
IUPUI-HkPrMobiDyR,2021-03-13,51,8,24
IUPUI-HkPrMobiDyR,2021-03-13,51,8,24
IUPUI-HkPrMobiDyR,2021-03-13,51,8,24
IUPUI-HkPrMobiDyR,2021-03-13,51,8,24
IUPUI-HkPrMobiDyR,2021-03-13,51,8,24
IUPUI-HkPrMobiDyR,2021-03-13,51,8,24
IUPUI-HkPrMobiDyR,2021-03-13,51,8,24
IUPUI-HkPrMobiDyR,2021-03-13,51,8,24
IUPUI-HkPrMobiDyR,2021-03-13,51,8,24
IUPUI-HkPrMobiDyR,2021-03-13,51,8,24
IUPUI-HkPrMobiDyR,2021-03-13,51,8,24
IUPUI-HkPrMobiDyR,2021-03-13,51,8,24
IUPUI-HkPrMobiDyR,2021-03-13,51,8,24
IUPUI-HkPrMobiDyR,2021-03-13,51,8,24
IUPUI-HkPrMobiDyR,2021-03-13,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-20,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-03-27,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-03,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-10,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-17,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
IUPUI-HkPrMobiDyR,2021-04-24,51,8,24
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-07-25,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-01,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-08,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
JCB-PRM,2020-08-15,56,23,1
