model,sat_fcast_week,n_loc,n_weeks_submit_forecast,n_quant
CovidAnalytics-DELPHI,2021-02-27,52,31,24
CovidAnalytics-DELPHI,2021-02-27,52,31,24
CovidAnalytics-DELPHI,2021-02-27,52,31,24
CovidAnalytics-DELPHI,2021-02-27,52,31,24
CovidAnalytics-DELPHI,2021-02-27,52,31,24
CovidAnalytics-DELPHI,2021-02-27,52,31,24
CovidAnalytics-DELPHI,2021-02-27,52,31,24
CovidAnalytics-DELPHI,2021-02-27,52,31,24
CovidAnalytics-DELPHI,2021-02-27,52,31,24
CovidAnalytics-DELPHI,2021-02-27,52,31,24
CovidAnalytics-DELPHI,2021-02-27,52,31,24
CovidAnalytics-DELPHI,2021-02-27,52,31,24
CovidAnalytics-DELPHI,2021-02-27,52,31,24
CovidAnalytics-DELPHI,2021-02-27,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-06,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-13,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-20,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-03-27,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-03,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-10,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-17,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
CovidAnalytics-DELPHI,2021-04-24,52,31,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-04-25,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
COVIDhub-baseline,2020-05-02,57,53,24
