model,timezero,v1_github_timestamp,v2_github_timestamp,v3_github_timestamp,in_zoltar,v2_diff_hrs,v3_diff_hrs,last_submission_timestamp
COVIDhub-baseline,2020-05-04,2020-07-07T01:48:04Z,NA,NA,v1,NA,NA,2020-07-07T01:48:04Z
COVIDhub-baseline,2020-05-04,2020-07-07T01:48:04Z,NA,NA,v1,NA,NA,2020-07-07T01:48:04Z
COVIDhub-baseline,2020-05-11,2020-07-07T01:48:04Z,NA,NA,v1,NA,NA,2020-07-07T01:48:04Z
COVIDhub-baseline,2020-05-11,2020-07-07T01:48:04Z,NA,NA,v1,NA,NA,2020-07-07T01:48:04Z
COVIDhub-baseline,2020-05-18,2020-07-07T01:48:04Z,NA,NA,v1,NA,NA,2020-07-07T01:48:04Z
COVIDhub-baseline,2020-05-18,2020-07-07T01:48:04Z,NA,NA,v1,NA,NA,2020-07-07T01:48:04Z
COVIDhub-baseline,2020-05-25,2020-07-07T01:48:04Z,NA,NA,v1,NA,NA,2020-07-07T01:48:04Z
COVIDhub-baseline,2020-05-25,2020-07-07T01:48:04Z,NA,NA,v1,NA,NA,2020-07-07T01:48:04Z
COVIDhub-baseline,2020-06-01,2020-07-07T01:48:04Z,NA,NA,v1,NA,NA,2020-07-07T01:48:04Z
COVIDhub-baseline,2020-06-01,2020-07-07T01:48:04Z,NA,NA,v1,NA,NA,2020-07-07T01:48:04Z
COVIDhub-baseline,2020-06-08,2020-07-07T01:48:04Z,NA,NA,v1,NA,NA,2020-07-07T01:48:04Z
COVIDhub-baseline,2020-06-08,2020-07-07T01:48:04Z,NA,NA,v1,NA,NA,2020-07-07T01:48:04Z
COVIDhub-baseline,2020-06-15,2020-07-07T01:48:04Z,NA,NA,v1,NA,NA,2020-07-07T01:48:04Z
COVIDhub-baseline,2020-06-15,2020-07-07T01:48:04Z,NA,NA,v1,NA,NA,2020-07-07T01:48:04Z
COVIDhub-baseline,2020-06-22,2020-07-07T01:48:04Z,NA,NA,v1,NA,NA,2020-07-07T01:48:04Z
COVIDhub-baseline,2020-06-22,2020-07-07T01:48:04Z,NA,NA,v1,NA,NA,2020-07-07T01:48:04Z
COVIDhub-baseline,2020-06-29,2020-07-07T01:48:04Z,NA,NA,v1,NA,NA,2020-07-07T01:48:04Z
COVIDhub-baseline,2020-06-29,2020-07-07T01:48:04Z,NA,NA,v1,NA,NA,2020-07-07T01:48:04Z
COVIDhub-baseline,2020-07-06,2020-07-07T01:48:04Z,NA,NA,v1,NA,NA,2020-07-07T01:48:04Z
COVIDhub-baseline,2020-07-06,2020-07-07T01:48:04Z,NA,NA,v1,NA,NA,2020-07-07T01:48:04Z
COVIDhub-baseline,2020-07-13,2020-07-13T21:29:05Z,NA,NA,v1,NA,NA,2020-07-13T21:29:05Z
COVIDhub-baseline,2020-07-13,2020-07-13T21:29:05Z,NA,NA,v1,NA,NA,2020-07-13T21:29:05Z
COVIDhub-baseline,2020-07-20,2020-07-20T21:19:37Z,NA,NA,v1,NA,NA,2020-07-20T21:19:37Z
COVIDhub-baseline,2020-07-20,2020-07-20T21:19:37Z,NA,NA,v1,NA,NA,2020-07-20T21:19:37Z
COVIDhub-baseline,2020-07-27,2020-07-29T15:28:00Z,NA,NA,v1,NA,NA,2020-07-29T15:28:00Z
COVIDhub-baseline,2020-07-27,2020-07-29T15:28:00Z,NA,NA,v1,NA,NA,2020-07-29T15:28:00Z
COVIDhub-baseline,2020-08-03,2020-08-03T17:22:08Z,NA,NA,v1,NA,NA,2020-08-03T17:22:08Z
COVIDhub-baseline,2020-08-03,2020-08-03T17:22:08Z,NA,NA,v1,NA,NA,2020-08-03T17:22:08Z
COVIDhub-baseline,2020-08-10,2020-08-10T22:35:26Z,NA,NA,v1,NA,NA,2020-08-10T22:35:26Z
COVIDhub-baseline,2020-08-10,2020-08-10T22:35:26Z,NA,NA,v1,NA,NA,2020-08-10T22:35:26Z
COVIDhub-baseline,2020-08-17,2020-08-18T14:20:31Z,NA,NA,v1,NA,NA,2020-08-18T14:20:31Z
COVIDhub-baseline,2020-08-17,2020-08-18T14:20:31Z,NA,NA,v1,NA,NA,2020-08-18T14:20:31Z
COVIDhub-baseline,2020-08-24,2020-08-26T21:31:20Z,NA,NA,v1,NA,NA,2020-08-26T21:31:20Z
COVIDhub-baseline,2020-08-24,2020-08-26T21:31:20Z,NA,NA,v1,NA,NA,2020-08-26T21:31:20Z
COVIDhub-baseline,2020-08-31,2020-08-31T19:15:36Z,NA,NA,v1,NA,NA,2020-08-31T19:15:36Z
COVIDhub-baseline,2020-08-31,2020-08-31T19:15:36Z,NA,NA,v1,NA,NA,2020-08-31T19:15:36Z
COVIDhub-baseline,2020-09-07,2020-09-07T20:05:23Z,NA,NA,v1,NA,NA,2020-09-07T20:05:23Z
COVIDhub-baseline,2020-09-07,2020-09-07T20:05:23Z,NA,NA,v1,NA,NA,2020-09-07T20:05:23Z
COVIDhub-baseline,2020-09-14,2020-09-14T23:18:04Z,NA,NA,v1,NA,NA,2020-09-14T23:18:04Z
COVIDhub-baseline,2020-09-14,2020-09-14T23:18:04Z,NA,NA,v1,NA,NA,2020-09-14T23:18:04Z
COVIDhub-baseline,2020-09-21,2020-09-21T18:22:44Z,NA,NA,v1,NA,NA,2020-09-21T18:22:44Z
COVIDhub-baseline,2020-09-21,2020-09-21T18:22:44Z,NA,NA,v1,NA,NA,2020-09-21T18:22:44Z
COVIDhub-baseline,2020-09-28,2020-09-28T21:10:30Z,NA,NA,v1,NA,NA,2020-09-28T21:10:30Z
COVIDhub-baseline,2020-09-28,2020-09-28T21:10:30Z,NA,NA,v1,NA,NA,2020-09-28T21:10:30Z
COVIDhub-baseline,2020-10-05,2020-10-06T08:36:21Z,NA,NA,v1,NA,NA,2020-10-06T08:36:21Z
COVIDhub-baseline,2020-10-05,2020-10-06T08:36:21Z,NA,NA,v1,NA,NA,2020-10-06T08:36:21Z
COVIDhub-baseline,2020-10-12,2020-10-12T21:10:10Z,NA,NA,v1,NA,NA,2020-10-12T21:10:10Z
COVIDhub-baseline,2020-10-12,2020-10-12T21:10:10Z,NA,NA,v1,NA,NA,2020-10-12T21:10:10Z
COVIDhub-baseline,2020-10-19,2020-10-19T16:37:59Z,NA,NA,v1,NA,NA,2020-10-19T16:37:59Z
COVIDhub-baseline,2020-10-19,2020-10-19T16:37:59Z,NA,NA,v1,NA,NA,2020-10-19T16:37:59Z
COVIDhub-baseline,2020-10-26,2020-10-26T21:27:26Z,NA,NA,v1,NA,NA,2020-10-26T21:27:26Z
COVIDhub-baseline,2020-10-26,2020-10-26T21:27:26Z,NA,NA,v1,NA,NA,2020-10-26T21:27:26Z
COVIDhub-baseline,2020-11-02,2020-11-02T19:09:18Z,NA,NA,v1,NA,NA,2020-11-02T19:09:18Z
COVIDhub-baseline,2020-11-02,2020-11-02T19:09:18Z,NA,NA,v1,NA,NA,2020-11-02T19:09:18Z
COVIDhub-baseline,2020-11-09,2020-11-09T22:57:45Z,NA,NA,v1,NA,NA,2020-11-09T22:57:45Z
COVIDhub-baseline,2020-11-09,2020-11-09T22:57:45Z,NA,NA,v1,NA,NA,2020-11-09T22:57:45Z
COVIDhub-baseline,2020-11-16,2020-11-16T16:46:43Z,NA,NA,v1,NA,NA,2020-11-16T16:46:43Z
COVIDhub-baseline,2020-11-16,2020-11-16T16:46:43Z,NA,NA,v1,NA,NA,2020-11-16T16:46:43Z
COVIDhub-baseline,2020-11-23,2020-11-24T04:58:41Z,NA,NA,v1,NA,NA,2020-11-24T04:58:41Z
COVIDhub-baseline,2020-11-23,2020-11-24T04:58:41Z,NA,NA,v1,NA,NA,2020-11-24T04:58:41Z
COVIDhub-baseline,2020-11-30,2020-11-30T20:27:41Z,NA,NA,v1,NA,NA,2020-11-30T20:27:41Z
COVIDhub-baseline,2020-11-30,2020-11-30T20:27:41Z,NA,NA,v1,NA,NA,2020-11-30T20:27:41Z
COVIDhub-baseline,2020-12-07,2020-12-08T00:07:47Z,2021-09-21T19:05:43Z,NA,v1,6906.96555555556,NA,2021-09-21T19:05:43Z
COVIDhub-baseline,2020-12-07,2020-12-08T00:07:47Z,2021-09-21T19:05:43Z,NA,v1,6906.96555555556,NA,2021-09-21T19:05:43Z
COVIDhub-baseline,2020-12-14,2020-12-14T22:55:31Z,2021-09-21T19:05:43Z,NA,v1,6740.17,NA,2021-09-21T19:05:43Z
COVIDhub-baseline,2020-12-14,2020-12-14T22:55:31Z,2021-09-21T19:05:43Z,NA,v1,6740.17,NA,2021-09-21T19:05:43Z
COVIDhub-baseline,2020-12-21,2020-12-21T22:26:31Z,2021-09-21T18:38:40Z,NA,v1,6572.2025,NA,2021-09-21T18:38:40Z
COVIDhub-baseline,2020-12-21,2020-12-21T22:26:31Z,2021-09-21T18:38:40Z,NA,v1,6572.2025,NA,2021-09-21T18:38:40Z
COVIDhub-baseline,2020-12-28,2020-12-28T16:35:18Z,2021-09-21T18:48:34Z,NA,v1,6410.22111111111,NA,2021-09-21T18:48:34Z
COVIDhub-baseline,2020-12-28,2020-12-28T16:35:18Z,2021-09-21T18:48:34Z,NA,v1,6410.22111111111,NA,2021-09-21T18:48:34Z
COVIDhub-baseline,2021-01-04,2021-01-05T02:01:18Z,2021-09-21T19:03:24Z,NA,v1,6233.035,NA,2021-09-21T19:03:24Z
COVIDhub-baseline,2021-01-04,2021-01-05T02:01:18Z,2021-09-21T19:03:24Z,NA,v1,6233.035,NA,2021-09-21T19:03:24Z
COVIDhub-baseline,2021-01-11,2021-01-11T15:18:34Z,2021-09-21T19:05:09Z,NA,v1,6075.77638888889,NA,2021-09-21T19:05:09Z
COVIDhub-baseline,2021-01-11,2021-01-11T15:18:34Z,2021-09-21T19:05:09Z,NA,v1,6075.77638888889,NA,2021-09-21T19:05:09Z
COVIDhub-baseline,2021-01-18,2021-01-18T22:47:18Z,2021-09-21T19:07:16Z,NA,v1,5900.33277777778,NA,2021-09-21T19:07:16Z
COVIDhub-baseline,2021-01-18,2021-01-18T22:47:18Z,2021-09-21T19:07:16Z,NA,v1,5900.33277777778,NA,2021-09-21T19:07:16Z
COVIDhub-baseline,2021-01-25,2021-02-03T02:21:21Z,2021-09-21T19:27:57Z,NA,v1,5537.11,NA,2021-09-21T19:27:57Z
COVIDhub-baseline,2021-01-25,2021-02-03T02:21:21Z,2021-09-21T19:27:57Z,NA,v1,5537.11,NA,2021-09-21T19:27:57Z
COVIDhub-baseline,2021-02-01,2021-02-03T02:21:21Z,2021-09-21T19:27:00Z,NA,v1,5537.09416666667,NA,2021-09-21T19:27:00Z
COVIDhub-baseline,2021-02-01,2021-02-03T02:21:21Z,2021-09-21T19:27:00Z,NA,v1,5537.09416666667,NA,2021-09-21T19:27:00Z
COVIDhub-baseline,2021-02-08,2021-02-08T20:55:35Z,2021-09-21T19:25:48Z,NA,v1,5398.50361111111,NA,2021-09-21T19:25:48Z
COVIDhub-baseline,2021-02-08,2021-02-08T20:55:35Z,2021-09-21T19:25:48Z,NA,v1,5398.50361111111,NA,2021-09-21T19:25:48Z
COVIDhub-baseline,2021-02-15,2021-02-15T16:08:41Z,2021-09-21T19:06:13Z,NA,v1,5234.95888888889,NA,2021-09-21T19:06:13Z
COVIDhub-baseline,2021-02-15,2021-02-15T16:08:41Z,2021-09-21T19:06:13Z,NA,v1,5234.95888888889,NA,2021-09-21T19:06:13Z
COVIDhub-baseline,2021-02-22,2021-03-02T02:13:08Z,2021-03-09T16:32:09Z,2021-09-21T19:06:23Z,v2,182.316944444444,4706.57055555556,2021-09-21T19:06:23Z
COVIDhub-baseline,2021-02-22,2021-03-02T02:13:08Z,2021-03-09T16:32:09Z,2021-09-21T19:06:23Z,v2,182.316944444444,4706.57055555556,2021-09-21T19:06:23Z
COVIDhub-baseline,2021-03-01,2021-03-09T16:32:09Z,2021-09-21T19:08:12Z,NA,v1,4706.60083333333,NA,2021-09-21T19:08:12Z
COVIDhub-baseline,2021-03-01,2021-03-09T16:32:09Z,2021-09-21T19:08:12Z,NA,v1,4706.60083333333,NA,2021-09-21T19:08:12Z
COVIDhub-baseline,2021-03-08,2021-03-09T16:32:09Z,2021-09-21T19:07:09Z,NA,v1,4706.58333333333,NA,2021-09-21T19:07:09Z
COVIDhub-baseline,2021-03-08,2021-03-09T16:32:09Z,2021-09-21T19:07:09Z,NA,v1,4706.58333333333,NA,2021-09-21T19:07:09Z
COVIDhub-baseline,2021-03-15,2021-03-15T22:57:33Z,2021-09-21T19:06:52Z,NA,v1,4556.15527777778,NA,2021-09-21T19:06:52Z
COVIDhub-baseline,2021-03-15,2021-03-15T22:57:33Z,2021-09-21T19:06:52Z,NA,v1,4556.15527777778,NA,2021-09-21T19:06:52Z
COVIDhub-baseline,2021-03-22,2021-03-22T20:47:35Z,2021-09-21T19:24:14Z,NA,v1,4390.61083333333,NA,2021-09-21T19:24:14Z
COVIDhub-baseline,2021-03-22,2021-03-22T20:47:35Z,2021-09-21T19:24:14Z,NA,v1,4390.61083333333,NA,2021-09-21T19:24:14Z
COVIDhub-baseline,2021-03-29,2021-03-29T14:52:33Z,2021-09-21T19:25:02Z,NA,v1,4228.54138888889,NA,2021-09-21T19:25:02Z
COVIDhub-baseline,2021-03-29,2021-03-29T14:52:33Z,2021-09-21T19:25:02Z,NA,v1,4228.54138888889,NA,2021-09-21T19:25:02Z
COVIDhub-baseline,2021-04-05,2021-04-05T14:15:49Z,2021-09-21T19:26:17Z,NA,v1,4061.17444444444,NA,2021-09-21T19:26:17Z
COVIDhub-baseline,2021-04-05,2021-04-05T14:15:49Z,2021-09-21T19:26:17Z,NA,v1,4061.17444444444,NA,2021-09-21T19:26:17Z
COVIDhub-baseline,2021-04-12,2021-04-12T20:51:09Z,2021-09-21T19:08:32Z,NA,v1,3886.28972222222,NA,2021-09-21T19:08:32Z
COVIDhub-baseline,2021-04-12,2021-04-12T20:51:09Z,2021-09-21T19:08:32Z,NA,v1,3886.28972222222,NA,2021-09-21T19:08:32Z
COVIDhub-baseline,2021-04-19,2021-04-19T18:01:49Z,2021-09-21T19:09:04Z,NA,v1,3721.12083333333,NA,2021-09-21T19:09:04Z
COVIDhub-baseline,2021-04-19,2021-04-19T18:01:49Z,2021-09-21T19:09:04Z,NA,v1,3721.12083333333,NA,2021-09-21T19:09:04Z
COVIDhub-baseline,2021-04-26,2021-04-27T00:32:06Z,2021-09-21T19:09:47Z,NA,v1,3546.62805555556,NA,2021-09-21T19:09:47Z
COVIDhub-baseline,2021-04-26,2021-04-27T00:32:06Z,2021-09-21T19:09:47Z,NA,v1,3546.62805555556,NA,2021-09-21T19:09:47Z
COVIDhub-baseline,2021-05-03,2021-05-03T19:32:27Z,2021-09-21T19:10:00Z,NA,v1,3383.62583333333,NA,2021-09-21T19:10:00Z
COVIDhub-baseline,2021-05-03,2021-05-03T19:32:27Z,2021-09-21T19:10:00Z,NA,v1,3383.62583333333,NA,2021-09-21T19:10:00Z
COVIDhub-baseline,2021-05-10,2021-05-10T19:45:02Z,2021-09-21T19:23:40Z,NA,v1,3215.64388888889,NA,2021-09-21T19:23:40Z
COVIDhub-baseline,2021-05-10,2021-05-10T19:45:02Z,2021-09-21T19:23:40Z,NA,v1,3215.64388888889,NA,2021-09-21T19:23:40Z
COVIDhub-baseline,2021-05-17,2021-05-17T19:52:06Z,2021-09-21T19:23:53Z,NA,v1,3047.52972222222,NA,2021-09-21T19:23:53Z
COVIDhub-baseline,2021-05-17,2021-05-17T19:52:06Z,2021-09-21T19:23:53Z,NA,v1,3047.52972222222,NA,2021-09-21T19:23:53Z
COVIDhub-baseline,2021-05-24,2021-05-24T20:19:41Z,2021-09-21T19:22:48Z,NA,v1,2879.05194444444,NA,2021-09-21T19:22:48Z
COVIDhub-baseline,2021-05-24,2021-05-24T20:19:41Z,2021-09-21T19:22:48Z,NA,v1,2879.05194444444,NA,2021-09-21T19:22:48Z
COVIDhub-baseline,2021-05-31,2021-06-01T11:18:13Z,2021-09-21T19:11:20Z,NA,v1,2695.88527777778,NA,2021-09-21T19:11:20Z
COVIDhub-baseline,2021-05-31,2021-06-01T11:18:13Z,2021-09-21T19:11:20Z,NA,v1,2695.88527777778,NA,2021-09-21T19:11:20Z
COVIDhub-baseline,2021-06-07,2021-06-07T13:48:23Z,2021-09-21T19:10:25Z,NA,v1,2549.36722222222,NA,2021-09-21T19:10:25Z
COVIDhub-baseline,2021-06-07,2021-06-07T13:48:23Z,2021-09-21T19:10:25Z,NA,v1,2549.36722222222,NA,2021-09-21T19:10:25Z
COVIDhub-baseline,2021-06-14,2021-06-14T14:45:27Z,2021-09-21T19:10:59Z,NA,v1,2380.42555555556,NA,2021-09-21T19:10:59Z
COVIDhub-baseline,2021-06-14,2021-06-14T14:45:27Z,2021-09-21T19:10:59Z,NA,v1,2380.42555555556,NA,2021-09-21T19:10:59Z
COVIDhub-baseline,2021-06-21,2021-06-21T15:22:52Z,2021-09-21T19:12:21Z,NA,v1,2211.82472222222,NA,2021-09-21T19:12:21Z
COVIDhub-baseline,2021-06-21,2021-06-21T15:22:52Z,2021-09-21T19:12:21Z,NA,v1,2211.82472222222,NA,2021-09-21T19:12:21Z
COVIDhub-baseline,2021-06-28,2021-06-28T16:12:52Z,2021-09-21T19:18:43Z,NA,v1,2043.0975,NA,2021-09-21T19:18:43Z
COVIDhub-baseline,2021-06-28,2021-06-28T16:12:52Z,2021-09-21T19:18:43Z,NA,v1,2043.0975,NA,2021-09-21T19:18:43Z
COVIDhub-baseline,2021-07-05,2021-07-06T14:20:17Z,2021-09-21T19:21:10Z,NA,v1,1853.01472222222,NA,2021-09-21T19:21:10Z
COVIDhub-baseline,2021-07-05,2021-07-06T14:20:17Z,2021-09-21T19:21:10Z,NA,v1,1853.01472222222,NA,2021-09-21T19:21:10Z
COVIDhub-baseline,2021-07-12,2021-07-12T17:08:46Z,2021-09-21T19:18:17Z,NA,v1,1706.15861111111,NA,2021-09-21T19:18:17Z
COVIDhub-baseline,2021-07-12,2021-07-12T17:08:46Z,2021-09-21T19:18:17Z,NA,v1,1706.15861111111,NA,2021-09-21T19:18:17Z
COVIDhub-baseline,2021-07-19,2021-07-19T14:29:52Z,2021-09-21T19:12:02Z,NA,v1,1540.70277777778,NA,2021-09-21T19:12:02Z
COVIDhub-baseline,2021-07-19,2021-07-19T14:29:52Z,2021-09-21T19:12:02Z,NA,v1,1540.70277777778,NA,2021-09-21T19:12:02Z
COVIDhub-baseline,2021-07-26,NA,2021-09-21T19:13:01Z,NA,v1,NA,NA,2021-09-21T19:13:01Z
COVIDhub-baseline,2021-07-26,NA,2021-09-21T19:13:01Z,NA,v1,NA,NA,2021-09-21T19:13:01Z
COVIDhub-baseline,2021-08-02,2021-08-02T13:01:51Z,2021-09-21T19:13:23Z,NA,v1,1206.19222222222,NA,2021-09-21T19:13:23Z
COVIDhub-baseline,2021-08-02,2021-08-02T13:01:51Z,2021-09-21T19:13:23Z,NA,v1,1206.19222222222,NA,2021-09-21T19:13:23Z
COVIDhub-baseline,2021-08-09,2021-08-09T14:07:15Z,2021-09-21T19:18:00Z,NA,v1,1037.17916666667,NA,2021-09-21T19:18:00Z
COVIDhub-baseline,2021-08-09,2021-08-09T14:07:15Z,2021-09-21T19:18:00Z,NA,v1,1037.17916666667,NA,2021-09-21T19:18:00Z
COVIDhub-baseline,2021-08-16,2021-08-16T14:36:56Z,2021-09-21T19:17:36Z,NA,v1,868.677777777778,NA,2021-09-21T19:17:36Z
COVIDhub-baseline,2021-08-16,2021-08-16T14:36:56Z,2021-09-21T19:17:36Z,NA,v1,868.677777777778,NA,2021-09-21T19:17:36Z
COVIDhub-baseline,2021-08-23,2021-08-23T14:01:36Z,2021-09-21T19:16:50Z,NA,v1,701.253888888889,NA,2021-09-21T19:16:50Z
COVIDhub-baseline,2021-08-23,2021-08-23T14:01:36Z,2021-09-21T19:16:50Z,NA,v1,701.253888888889,NA,2021-09-21T19:16:50Z
COVIDhub-baseline,2021-08-30,2021-08-30T17:11:10Z,2021-09-21T19:14:55Z,NA,v1,530.0625,NA,2021-09-21T19:14:55Z
COVIDhub-baseline,2021-08-30,2021-08-30T17:11:10Z,2021-09-21T19:14:55Z,NA,v1,530.0625,NA,2021-09-21T19:14:55Z
COVIDhub-baseline,2021-09-06,2021-09-06T17:45:53Z,2021-09-21T19:17:05Z,NA,v1,361.52,NA,2021-09-21T19:17:05Z
COVIDhub-baseline,2021-09-06,2021-09-06T17:45:53Z,2021-09-21T19:17:05Z,NA,v1,361.52,NA,2021-09-21T19:17:05Z
COVIDhub-baseline,2021-09-13,2021-09-13T14:37:33Z,2021-09-21T19:16:08Z,NA,v1,196.643055555556,NA,2021-09-21T19:16:08Z
COVIDhub-baseline,2021-09-13,2021-09-13T14:37:33Z,2021-09-21T19:16:08Z,NA,v1,196.643055555556,NA,2021-09-21T19:16:08Z
COVIDhub-baseline,2021-09-20,2021-09-20T18:19:31Z,2021-09-21T19:15:39Z,NA,v1,24.9355555555556,NA,2021-09-21T19:15:39Z
COVIDhub-baseline,2021-09-20,2021-09-20T18:19:31Z,2021-09-21T19:15:39Z,NA,v1,24.9355555555556,NA,2021-09-21T19:15:39Z
COVIDhub-baseline,2021-09-27,2021-09-27T19:15:54Z,NA,NA,v1,NA,NA,2021-09-27T19:15:54Z
COVIDhub-baseline,2021-09-27,2021-09-27T19:15:54Z,NA,NA,v1,NA,NA,2021-09-27T19:15:54Z
COVIDhub-baseline,2021-10-04,2021-10-04T13:16:56Z,NA,NA,v1,NA,NA,2021-10-04T13:16:56Z
COVIDhub-baseline,2021-10-04,2021-10-04T13:16:56Z,NA,NA,v1,NA,NA,2021-10-04T13:16:56Z
COVIDhub-baseline,2021-10-11,2021-10-11T22:02:02Z,NA,NA,v1,NA,NA,2021-10-11T22:02:02Z
COVIDhub-baseline,2021-10-11,2021-10-11T22:02:02Z,NA,NA,v1,NA,NA,2021-10-11T22:02:02Z
COVIDhub-baseline,2021-10-18,2021-10-18T19:14:16Z,NA,NA,v1,NA,NA,2021-10-18T19:14:16Z
COVIDhub-baseline,2021-10-18,2021-10-18T19:14:16Z,NA,NA,v1,NA,NA,2021-10-18T19:14:16Z
COVIDhub-baseline,2021-10-25,2021-10-25T18:00:22Z,NA,NA,v1,NA,NA,2021-10-25T18:00:22Z
COVIDhub-baseline,2021-10-25,2021-10-25T18:00:22Z,NA,NA,v1,NA,NA,2021-10-25T18:00:22Z
COVIDhub-baseline,2021-11-01,2021-11-01T18:44:38Z,NA,NA,v1,NA,NA,2021-11-01T18:44:38Z
COVIDhub-baseline,2021-11-01,2021-11-01T18:44:38Z,NA,NA,v1,NA,NA,2021-11-01T18:44:38Z
COVIDhub-baseline,2021-11-08,2021-11-08T16:40:03Z,NA,NA,v1,NA,NA,2021-11-08T16:40:03Z
COVIDhub-baseline,2021-11-08,2021-11-08T16:40:03Z,NA,NA,v1,NA,NA,2021-11-08T16:40:03Z
COVIDhub-baseline,2021-11-15,2021-11-15T16:06:51Z,NA,NA,v1,NA,NA,2021-11-15T16:06:51Z
COVIDhub-baseline,2021-11-15,2021-11-15T16:06:51Z,NA,NA,v1,NA,NA,2021-11-15T16:06:51Z
COVIDhub-baseline,2021-11-22,2021-11-22T19:36:37Z,NA,NA,v1,NA,NA,2021-11-22T19:36:37Z
COVIDhub-baseline,2021-11-22,2021-11-22T19:36:37Z,NA,NA,v1,NA,NA,2021-11-22T19:36:37Z
COVIDhub-ensemble,2020-05-11,2020-05-12T14:38:48Z,NA,NA,v1,NA,NA,2020-05-12T14:38:48Z
COVIDhub-ensemble,2020-05-11,2020-05-12T14:38:48Z,NA,NA,v1,NA,NA,2020-05-12T14:38:48Z
COVIDhub-ensemble,2020-05-25,2020-05-26T16:09:30Z,2020-05-26T19:30:54Z,NA,v2,3.35666666666667,NA,2020-05-26T19:30:54Z
COVIDhub-ensemble,2020-05-25,2020-05-26T16:09:30Z,2020-05-26T19:30:54Z,NA,v2,3.35666666666667,NA,2020-05-26T19:30:54Z
COVIDhub-ensemble,2020-06-01,2020-06-02T16:05:01Z,NA,NA,v1,NA,NA,2020-06-02T16:05:01Z
COVIDhub-ensemble,2020-06-01,2020-06-02T16:05:01Z,NA,NA,v1,NA,NA,2020-06-02T16:05:01Z
COVIDhub-ensemble,2020-06-08,2020-06-09T15:45:39Z,NA,NA,v1,NA,NA,2020-06-09T15:45:39Z
COVIDhub-ensemble,2020-06-08,2020-06-09T15:45:39Z,NA,NA,v1,NA,NA,2020-06-09T15:45:39Z
COVIDhub-ensemble,2020-06-15,2020-06-16T15:53:14Z,NA,NA,v1,NA,NA,2020-06-16T15:53:14Z
COVIDhub-ensemble,2020-06-15,2020-06-16T15:53:14Z,NA,NA,v1,NA,NA,2020-06-16T15:53:14Z
COVIDhub-ensemble,2020-06-22,2020-06-23T15:51:02Z,NA,NA,v1,NA,NA,2020-06-23T15:51:02Z
COVIDhub-ensemble,2020-06-22,2020-06-23T15:51:02Z,NA,NA,v1,NA,NA,2020-06-23T15:51:02Z
COVIDhub-ensemble,2020-07-06,2020-07-07T17:20:11Z,2020-07-07T18:27:11Z,NA,v2,1.11666666666667,NA,2020-07-07T18:27:11Z
COVIDhub-ensemble,2020-07-06,2020-07-07T17:20:11Z,2020-07-07T18:27:11Z,NA,v2,1.11666666666667,NA,2020-07-07T18:27:11Z
COVIDhub-ensemble,2020-07-13,2020-07-14T17:03:46Z,NA,NA,v1,NA,NA,2020-07-14T17:03:46Z
COVIDhub-ensemble,2020-07-13,2020-07-14T17:03:46Z,NA,NA,v1,NA,NA,2020-07-14T17:03:46Z
COVIDhub-ensemble,2020-07-20,2020-07-21T19:57:31Z,NA,NA,v1,NA,NA,2020-07-21T19:57:31Z
COVIDhub-ensemble,2020-07-20,2020-07-21T19:57:31Z,NA,NA,v1,NA,NA,2020-07-21T19:57:31Z
COVIDhub-ensemble,2020-08-03,2020-08-04T16:39:06Z,NA,NA,v1,NA,NA,2020-08-04T16:39:06Z
COVIDhub-ensemble,2020-08-03,2020-08-04T16:39:06Z,NA,NA,v1,NA,NA,2020-08-04T16:39:06Z
COVIDhub-ensemble,2020-08-10,2020-08-11T17:05:25Z,NA,NA,v1,NA,NA,2020-08-11T17:05:25Z
COVIDhub-ensemble,2020-08-10,2020-08-11T17:05:25Z,NA,NA,v1,NA,NA,2020-08-11T17:05:25Z
COVIDhub-ensemble,2020-08-17,2020-08-18T15:04:20Z,NA,NA,v1,NA,NA,2020-08-18T15:04:20Z
COVIDhub-ensemble,2020-08-17,2020-08-18T15:04:20Z,NA,NA,v1,NA,NA,2020-08-18T15:04:20Z
COVIDhub-ensemble,2020-08-31,2020-09-01T13:56:38Z,NA,NA,v1,NA,NA,2020-09-01T13:56:38Z
COVIDhub-ensemble,2020-08-31,2020-09-01T13:56:38Z,NA,NA,v1,NA,NA,2020-09-01T13:56:38Z
COVIDhub-ensemble,2020-09-07,2020-09-08T14:11:27Z,NA,NA,v1,NA,NA,2020-09-08T14:11:27Z
COVIDhub-ensemble,2020-09-07,2020-09-08T14:11:27Z,NA,NA,v1,NA,NA,2020-09-08T14:11:27Z
COVIDhub-ensemble,2020-09-14,2020-09-15T13:47:29Z,NA,NA,v1,NA,NA,2020-09-15T13:47:29Z
COVIDhub-ensemble,2020-09-14,2020-09-15T13:47:29Z,NA,NA,v1,NA,NA,2020-09-15T13:47:29Z
COVIDhub-ensemble,2020-09-21,2020-09-22T13:37:42Z,NA,NA,v1,NA,NA,2020-09-22T13:37:42Z
COVIDhub-ensemble,2020-09-21,2020-09-22T13:37:42Z,NA,NA,v1,NA,NA,2020-09-22T13:37:42Z
COVIDhub-ensemble,2020-10-12,2020-10-13T13:11:16Z,NA,NA,v1,NA,NA,2020-10-13T13:11:16Z
